,,our,0.0011694538650450239
,,one,0.0014033446380540288
,,the,0.16290492340077184
,,day,0.0001169453865045024
,,i'll,0.0011694538650450239
,,fred,0.004326979300666589
,,bill,0.01321482867500877
,,we're,0.0001169453865045024
,,herman,0.0005847269325225119
,,they,0.024324640392936497
,,we,0.02093322418430593
,,harry,0.0018711261840720383
,,john,0.06771137878610689
,,this,0.016372354110630337
,,sam,0.001754180797567536
,,if,0.0036253069816395743
,,she,0.012980937901999766
,,ted,0.0001169453865045024
,,he,0.027599111215062564
,,ron,0.0012863992515495264
,,aliza,0.0001169453865045024
,,when,0.0033914162086305694
,,as,0.0009355630920360191
,,i,0.10092386855338557
,,i'm,0.0037422523681440766
,,it,0.026078821190504035
,,you,0.00830312244181967
,,how,0.007367559349783651
,,keep,0.0003508361595135072
,,everyone,0.001754180797567536
,,mary,0.02046544263828792
,,his,0.0021050169570810432
,,whenever,0.0004677815460180096
,,once,0.0003508361595135072
,,so,0.0010525084785405216
,,stories,0.0002338907730090048
,,every,0.006782832417261139
,,any,0.003976143141153081
,,who,0.016372354110630337
,,which,0.010642030171909718
,,those,0.0014033446380540288
,,what,0.016957081043152848
,,why,0.0016372354110630336
,,am,0.0001169453865045024
,,aren't,0.0001169453865045024
,,louise,0.0003508361595135072
,,not,0.0007016723190270144
,,no,0.004093088527657584
,,marianne,0.0002338907730090048
,,can't,0.0002338907730090048
,,can,0.0011694538650450239
,,``,0.0002338907730090048
,,down,0.0001169453865045024
,,kathy,0.0001169453865045024
,,have,0.0012863992515495264
,,could,0.0004677815460180096
,,sees,0.0001169453865045024
,,for,0.00292363466261256
,,with,0.0007016723190270144
,,a,0.01368261022102678
,,someone,0.0005847269325225119
,,my,0.004911706233189101
,,in,0.0033914162086305694
,,it's,0.0023389077300900478
,,mickey,0.0011694538650450239
,,there,0.013565664834522278
,,headway,0.0001169453865045024
,,did,0.0036253069816395743
,,work,0.0001169453865045024
,,was,0.0010525084785405216
,,ions,0.0002338907730090048
,,fruit,0.0011694538650450239
,,hard,0.0001169453865045024
,,water,0.0009355630920360191
,,gas,0.0001169453865045024
,,some,0.0033914162086305694
,,hail,0.0001169453865045024
,,press,0.0002338907730090048
,,spray,0.0004677815460180096
,,give,0.0005847269325225119
,,rub,0.0004677815460180096
,,dry,0.0002338907730090048
,,sue,0.0008186177055315168
,,harriet,0.0010525084785405216
